"address","categoryName","phone","postalCode","reviewsCount","state","title","website"
"C/53 opp dargah Kailash puri road, Road No. 1, Malad, Chinchowali Colony, Starter Colony, Pandurang Wadi, Malad East, Mumbai, Maharashtra 400097, India","Baby store","+91 82689 17946","400097","0","Maharashtra","Mohd Gulfam",
"Nicholaswadi, Gundavali, Nicolas Wadi Rd, Jijamata Colony, Andheri East, Mumbai, Maharashtra 400069, India","Baby store",,,"0",,"Rajeev Chaurasiya",
"No.7, police chowky, Shop No.1, M.H.B. Market, Gate No.7, Near Shankar Gali, Malad (W Mumbai-400095, near, Malwani, Mumbai, Maharashtra 400095, India","Baby clothing store","+91 93723 31216","400095","11","Maharashtra","K.G.N BABY STORE",
"Vaishali Nagar, Jogeshwari West, Mumbai, Maharashtra 400102, India","Shopping mall","+91 90044 45283","400102","593","Maharashtra","Aadils collection",
"Shop Number13 Old Vora House Opp Post Office G.P Road, Grampanchayat Rd, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 77058 24559","400104","0","Maharashtra","Dharmendra Yadav",
"shop no 7, Pipe Line Rd, Buddha Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby store","+91 81084 43762","400070","0","Maharashtra","AAmrapali shop",
"Shop No Abc, Hill Pramukh Please, Veera Desai Rd, Amboli, Andheri West, Mumbai, Maharashtra 400053, India","Baby store","+91 98330 69321","400053","2","Maharashtra","AMBOLI HILL PRAMUKH PALACE SRA SAHAKARI GRIHA NIRMAN SANSTHA MARYADIT",
"Shop No 1, Jarimari, Mumbai, Maharashtra 400072, India","Baby store","+91 91676 63801","400072","0","Maharashtra","Abdul Kuddus Shop",
"N3, H Line Room, Shop N3 Plot N23 Govandi, N44, Jeejabai Bhosale Marg, Govandi Slums, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 96960 03396","400043","0","Maharashtra","Rahim Store",
"Shop No 24, Gopalji Devi Chowk, H D Road, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 76669 96986","400086","0","Maharashtra","World Fashion",
"Shop No35, G Line S Block Room, 39, Road No.5, Govandi Slums, Govandi West, Baiganwadi, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 88875 87835","400043","0","Maharashtra","Sharik Store",
"Shop no 07, A k Road, Safed Pul, Saki Naka, Mumbai, Maharashtra 400072, India","Baby store","+91 93266 32902","400072","0","Maharashtra","Nandlal shop",
"Brahmanwadi, Kurla, Mumbai, Maharashtra 400070, India","Baby store","+91 79778 76858","400070","0","Maharashtra","Krishnat Store",
"Shop No 1, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 70414 73241","400043","0","Maharashtra","Ananya Singh",
"h line/house, Shop No36, 46, 90 Feet Rd, Govandi Slums, Baiganwadi, Mumbai, Maharashtra 400043, India","Baby store","+91 81694 46300","400043","0","Maharashtra","Nafees Store",
"90, Wire Gali, LBS Nagar, Lokmanya Tilak Nagar, Saki Naka, Mumbai, Maharashtra 400072, India","Baby store","+91 83693 78293","400072","0","Maharashtra","The daiper shop",
"Room No 795, Shop 4, Plot No 13, Govandi Slums, Lotus Colony, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 81040 02026","400043","0","Maharashtra","Vasi Store",
"Shop No33A/k Block H Gali, Plot No 33, Road No. 6, Govandi Slums, Baiganwadi, Mumbai, Maharashtra 400043, India","Baby store","+91 91671 16497","400043","0","Maharashtra","Amjad Store",
"Shop No 35, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 73094 53027","400104","0","Maharashtra","Ravi Tiwari",
"Shop 67, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 90826 43738","400104","0","Maharashtra","Deepa Fabric",
"Ghass Compound, Oshiwara, Jogeshwari West, Mumbai, Maharashtra 400102, India","Luggage wholesaler",,,"4",,"Hayat plast Udyog.",
"B-24, V Vidyalaya Rd, Shri Nagar, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 90045 85806","400104","0","Maharashtra","Bimlesh",
"Green turtle malad west oposit infinite mall, 102b, New Link Rd, near D-Mart & Infinity Mall, Malad, Ekta Nagar, Malad(W, Mumbai, Maharashtra 400064, India","Toy store","+91 99300 47505","400064","65","Maharashtra","GREENTURTLE","https://www.greenturtle.store/"
"Shop No.-1, Sejal Park, Colony No 3, Bhagat Singh II, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 72087 53502","400104","0","Maharashtra","Metro Collection",
"sienna tower, Lodha Fiorenza, B - 2801, Western Urban Rd, next to hub mall, Aarey Milk Colony, Goregaon, Mumbai, Maharashtra 400065, India","Baby store","+91 97698 87715","400065","0","Maharashtra","BabyBoo",
"Shop 2 Room 56, Govandi Slums, Lotus Colony, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 93247 78205","400043","0","Maharashtra","Misam Store",
"Level 2, Arrival of CSIA, Terminal 2, CSM International Airport, Mumbai, Maharashtra 400099, India","Toy store","+91 93244 89468","400099","600","Maharashtra","Hamleys- The finest toy shop in the world","https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-mumbai-t2a-toy-shop-csm-international-airport-mumbai-299134/Home"
"Shop No 8, Sonawane Chawal, Station Rd, Vikhroli East, Mumbai, Maharashtra 400083, India","Baby store","+91 79777 66214","400083","0","Maharashtra","Hungama Collection",
"Shop T21C, 3rd Floor, R City Mall, Fire Brigade, Lal Bahadur Shastri Marg, near Vikroli, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Toy store","+91 22 6901 0345","400086","2327","Maharashtra","Hamleys- The finest toy shop in the world","https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-toy-shop-ghatkopar-west-mumbai-433028/Home"
"Shop N0 30, Babe Rahmta Masjid, Plot NO 64, Baba Nagar Rd, Rafiq Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 90101 87083","400043","0","Maharashtra","Sakina Store",
"Sanmati Society, opp. Kanta apt, Sugam Society, Savitribai Phule Nagar, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India","Toy store","+91 83690 69568","400075","36","Maharashtra","Toy Phactory","http://www.toyphactory.com/"
"Nobel Hygiene Pvt Ltd (c/o DSA Electro Control Pvt Ltd A20, Cross Rd, MIDC Central Rd, Mulgaon, Andheri East, Mumbai, Maharashtra 400093, India","Baby store","+91 1800 266 0640","400093","2","Maharashtra","Teddyy Baby Diaper","https://teddyydiaper.in/"
"4th Floor, A Wing, Indiana Business Center, Haus & Kinder, Makwana Rd, Andheri East, Mumbai, Maharashtra 400059, India","Bedding store",,"400059","190","Maharashtra","Haus & Kinder | Home & Baby Essentials","https://hausandkinder.com/"
"Shop No,63, Rafi Nagar2, near New Kanrastaan Rd, Shivaji Nagar, Naidu Colony, Pant Nagar, Malad East, Mumbai, Maharashtra 400075, India","Baby store","+91 85917 17660","400075","0","Maharashtra","TS Store",
"Level 3, Mumbai International Airport Domestic Departure, Mumbai Airport, near JW Marriot Hotel, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400072, India","Toy store","+91 93244 90256","400072","110","Maharashtra","Hamleys- The finest toy shop in the world","https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-mumbai-international-airport-toy-shop-mumbai-airport-mumbai-299133/Home"
"Shop no.1, N.M/14/85, Industrial Road, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 75064 64630","400086","6","Maharashtra","Bharat Diaper House",
"Kapoor House, Plot No. A-37 Street No.2, M.I.D.C, Marol, Andheri East, Mumbai, Maharashtra 400093, India","Corporate office","+91 98209 92877","400093","47","Maharashtra","Everything Kids","https://www.everythingkids.in/"
"Shop No 1019 Chawl No 127, No 7, MHB Colony, Gaikwad Nagar, Malvani, Malad West, Mumbai, Maharashtra 400095, India","Baby store","+91 98700 23359","400095","0","Maharashtra","Mamma's Choice Enterprises",
"Shop No.48, Malik Liyaqat Hussain Marg, opp. St. Joseph School, Ambedkar Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby store","+91 77386 48421","400070","3","Maharashtra","KHAN PAMPER COLLECTION",
"Shop No 4 H, Block S Line Room, Plot No 39, Road No. 8, Govandi Slums, Govandi West, Baiganwadi, Shivaji Nagar, Mumbai, Maharashtra 400043, India","Baby store","+91 97026 40975","400043","1","Maharashtra","Sahezad Store",
"Ashok Heights, 1, Andheri, Mumbai, Maharashtra 400069, India","Baby store","+91 90224 70560","400069","1","Maharashtra","Archi R Chaurasiya",
"Sane Guruji Nagar, Motilal Nagar III, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store",,,"0","Maharashtra","Mothercare",
"Shop No. c3, W Andheri Market Rd, near SV Road, Fish Market Area, Navneeth Colony, Andheri West, Mumbai, Maharashtra 400058, India","Baby store",,,"1",,"Khan pamper collection",
"Plot No, 1 & 2 Floor, Kagalwala House, 175, CST Road, behind Metro house, Kalina, Santacruz East, Mumbai, Maharashtra 400098, India","Baby store","+91 90049 76661","400098","0","Maharashtra","PuppetBox","https://puppetbox.in/"
"Kadam nagar, Behram Baug, Jogeshwari West, Maharastra, Mumbai, Maharashtra 400102, India","Store","+91 83491 85999","400102","2","Maharashtra","New baby bazar",
"Shop No 05, Gulshan Nagar, Behram Baug, Jogeshwari West, Mumbai, Maharashtra 400102, India","Baby store","+91 98670 61394","400102","3","Maharashtra","KHAN COLLECTION",
"Shop No 1 Pream Nagar, Teen Dongari, New Link Rd, near Sai Baba Mandir, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 82861 01516","400104","0","Maharashtra","Mammas Choice",
"Kingston Height, C-406, Chincholi Bunder Rd, Malad, Chincholi Bunder, Malad West, Mumbai, Maharashtra 400064, India","Baby store",,"400064","0","Maharashtra","Babyluxurio",
"Sahyog Sall, 4, New Link Rd, Anand Nagar, Jogeshwari West, Mumbai, Maharashtra 400102, India","Baby store","+91 95945 19005","400102","0","Maharashtra","Kambeshwar Novelty Store",
"Remi Commercio, 1006, Off Link Rd, Industrial Area, Andheri West, Mumbai, Maharashtra 400053, India","Baby store",,,"0",,"Gugu Cart Baby Products & Parenting Portal","https://gugucart.com/"
"Shop No.12/13, Super Market Arcade, Monghibai Rd, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057, India","Children's clothing store","+91 83569 68545","400057","72","Maharashtra","Tinytots Kids Wear",
"Shitladevi Chawl, D.N.Nagar, Andheri West, Mumbai, Maharashtra 400053, India","Baby store",,,"0",,"MummaMinute",
"Group No :2, 1/4,Abdulla Chawl,Ganesh Marg Hariyali village, Tagore Nagar, Vikhroli East, Mumbai, Maharashtra 400083, India","Baby store","+91 77389 28753","400083","0","Maharashtra","House Of Diaper (Vikhroli)",
"Lok Raunak, LOK RAUNAK TOWERS, B1-402, Marol Maroshi Rd, Bori Colony, Shivaji Nagar JJC, Marol, Andheri East, Mumbai, Maharashtra 400059, India","Clothing store","+91 99691 64089","400059","16","Maharashtra","Kika Cloth Diapers","https://kikaclothdiapers.stores.instamojo.com/"
"C-Wing, Saideep 2 chs, 304, near Swami vivekanand high school, Chembur, Maharashtra 400058, India","Baby store","+91 79772 32311","400058","0","Maharashtra","PaMa baby products","https://www.indiamart.com/parasstrading/"
"Oberoi Woods Tower A, Mohan Gokhale Rd, Aarey Milk Colony, Goregaon, Mumbai, Maharashtra 400065, India","Baby store","+91 99203 67673","400065","2","Maharashtra","Cuddle n Care",
"Shop No. 56, Ground Floor, City Centre Mall, Swami Vivekananda Rd, Divyapuri CHS, Shri Nagar, Goregaon West, Mumbai, Maharashtra 400104, India","Children's clothing store","+91 98207 27527","400104","13","Maharashtra","Teeny Tony kids wear",
"A-51, PRAVASI INDUSTRIAL ESTATE, off Aarey Road, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India","Baby clothing store","+91 98212 47770","400063","0","Maharashtra","Dear One Baby Products",
"Ramji Ashar Building, 3/73, Mahatma Gandhi Rd, opposite Pooja Hotel, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India","Game store","+91 96199 98801","400077","262","Maharashtra","My Toys","https://mytoys.catalog.to/"
"Shop no.1, kantilal compound, Pump house, house Jijamata marg, opp. AMBIKA TOWERS, opp. Durga restaurant & bar, Andheri East, Mumbai, Maharashtra 400093, India","Wholesaler","+91 81042 43454","400093","3","Maharashtra","Diapers & More..",
"Shop No 4/200, Gazal Gol BUILDING, 70, BELGRAMI Road, Friends Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070, India","Baby store","+91 90825 39480","400070","1","Maharashtra","DAIPER NEST",
"Marathon Monte Plaza, E-310, opposite P&T Colony, Asha Nagar, Mulund West, Mumbai, Maharashtra 400080, India","Chocolate factory","+91 99207 23723","400080","64","Maharashtra","Vivanda Chocolate Co.","https://vivanda.in/"
"Between Pillar no. 14B - 15B, Shop no.164, below Balasaheb Thackeray Flyover, near momin nagar, Jogeshwari West, Mumbai, Maharashtra 400102, India","Baby store","+91 72087 53502","400102","0","Maharashtra","Metro Collection",
"Bombay Diaper House Shop No.83 Bldg-17 Market Beside Community Hall Sangharsh Nagar Chandivali Mum-400072, Mumbai, Maharashtra 400072, India","Baby store","+91 70399 30264","400072","47","Maharashtra","Bombay Diaper House",
"Bus Stop, Shop No 1, Municipal Colony, Last, Parksite Colony, Vikhroli West, Mumbai, Maharashtra 400079, India","Baby store","+91 76667 52225","400079","2","Maharashtra","Sayyed Azimuddin Enterprises",
"Unilever House, BD Sawant Marg, Chakala, Andheri (E, Mumbai, Maharashtra 400099, India","Baby store","+91 1800 102 2221","400099","0","Maharashtra","baby Dove",
"Saki Vihar Rd, Krishna Nagar, Powai, Mumbai, Maharashtra 400072, India","Baby store","+91 88501 93882","400072","0","Maharashtra","MANOJ KUMAR YADAV",
"10-A, 2nd Cross Rd, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India","Baby store","+91 22 2632 9830",,"3","Maharashtra","BEAR HUG MOTHER AND BABY PRODUCTS",
"land no 4, Room no 1 Abida Manzil, Gaothan, Andheri West, Mumbai, Maharashtra 400058, India","Baby store",,,"2",,"Royal daipers online mart",
"Shop No:- B, Building, 2, Nahar's Amrit Shakti Rd, opp. Lok Milan, MHADA Colony, Chandivali, Powai, Mumbai, Maharashtra 400072, India","Clothing store","+91 97698 86675","400072","15","Maharashtra","Kidz Klozet",
"2 Village Road, MMRDA Colony, Ambedkar Nagar, Kanjurmarg West, Kanjurmarg East, Mumbai, Maharashtra 400078, India","Baby store","+91 95940 51653","400078","0","Maharashtra","Sarbjeet",
"Unit No 22, Unit 22, Aarey Milk Colony, Goregaon, Mumbai, Maharashtra 400065, India","Baby store",,,"0",,"ABU HOSSAIN SEIKH",
"MD Kini Road Near Raj Bakery, opposite State Bank Bhandup, Bhandup East, Mumbai, Maharashtra 400042, India","Clothing store","+91 90296 76756","400042","8","Maharashtra","KUMKUM",
"Shop no. 15, Lamxmi narayan mandir bldg, Mahatma Gandhi Rd, opposite Gandhi Market, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India","Baby clothing store","+91 77389 96717","400077","12","Maharashtra","KHODAL NEW BORN & KIDS SHOES",
"Shop No 4, 32, Khandan Galli, Motilal Nagar II, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 82911 21331","400104","15","Maharashtra","Clap Clap",
"Shop No 03, Saki Vihar Rd, Milind Nagar, Marol, Powai, Mumbai, Maharashtra 400072, India","Baby store","+91 93218 36770","400072","1","Maharashtra","Manish Beauty",
"Shop. 1, Mulund, Mulund West, Mumbai, Maharashtra 400080, India","Baby store","+91 84248 45350","400080","0","Maharashtra","Ganesh Bag Shop",
"Adarsh Nagar, Jogeshwari West, Mumbai, Maharashtra 400102, India","Baby store","+91 98333 78544","400102","12","Maharashtra","Momentoes 3D Casting For Children, Adults & Pets.",
"Sachin Housing Colony, Patil Nagar, Nane Pada, Mulund East, Mumbai, Maharashtra 400081, India","Baby store","+91 93269 05242","400081","0","Maharashtra","DINESH",
"shree ram niwas, 9, Jangal Mangal Rd, Tembipada, Kokan Nagar, Bhandup West, Mumbai, Maharashtra 400078, India","Jewelry store",,"400078","1","Maharashtra","Baby shower decorations anu creation",
"Shoo No 2, Jai Bhim Nagar, Hunma Nagar, Goregaon, Mumbai, Maharashtra 400065, India","Baby store","+91 98203 58801","400065","0","Maharashtra","SUKHARAJ SHARMA",
"16, Lal Bahadur Shastri Marg, Sai Nagar, C.G.S. Colony, Kanjurmarg East, Mumbai, Maharashtra 400042, India","Baby store","+91 85910 39899","400042","0","Maharashtra","Ravi Tonka Moolya",
"Shop No 012, L&T Emerald Isle Powai, Raje Sambhaji Nagar, Marol, Andheri East, Mumbai, Maharashtra 400072, India","Baby store","+91 81042 94928","400072","6","Maharashtra","N.M SHAH",
"A-2, S Pratap Singh Rd, Satyavijay Society, Gadhav Naka, Panchsheel Nagar, Bhandup West, Mumbai, Maharashtra 400078, India","Baby store","+91 95173 35908","400078","1","Maharashtra","Aarif Karne",
"Shop No. 1, Sapna Sangeet Society, Yogi Hills (Inside Road), Swapna Nagari, Nirmal Nagar, Mulund West, Mumbai, Maharashtra 400080, India","Baby store","+91 91674 03325","400080","0","Maharashtra","Vishamberlal Yadv",
"Sahajivan Nivas, 10/7, Tembipada, Kokan Nagar, Bhandup West, Mumbai, Maharashtra 400078, India","Baby store","+91 88508 82732","400078","0","Maharashtra","Sawant Flower Shop",
"Shop no 3, SV Rd, near Himalaya hotal, Gulshan Nagar, Shukla Estate, Entery, Jogeshwari West, Mumbai, Maharashtra 400102, India","Baby clothing store","+91 98708 31203","400102","27","Maharashtra","Ronak kids collection.",
"Shop No 13, Benzer building, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India","Children's store","+91 93218 53455","400053","28","Maharashtra","SOFT TOT",
"5VCG+3X2, Film City Rd, nearby Mamta Nursing Home, Jai Bhim Nagar, Goregaon, Mumbai, Maharashtra 400065, India","Baby store","+91 99671 54563","400065","0","Maharashtra","New Ss Dipper Point",
"shop no 3, diapers store, neona tower, K Hemani Neona, tower, Pandit Jawaharlal Nehru Rd, Vishwakarma Nagar, Mulund West, Mumbai, Maharashtra 400080, India","Surgical supply store","+91 93203 39934","400080","0","Maharashtra","Diapers Store - Lantr Healthcare - Diaper at Wholesale Rate","https://lantrhealthcare.in/"
"Subhash Nagar, Mohili, Ghatkopar West, Mumbai, Maharashtra 400084, India","Children's store","+91 85911 90682","400084","2","Maharashtra","CutiePea Kids Store and More","http://www.cutiepea.in/"
"Shop No.5/6/7, Chembur Guest House Building, N.G. Acharya Marg, New Bombay Toys, Chembur, opposite Natraj Cinema, Mumbai, Maharashtra 400071, India","Baby store","+91 98699 39657","400071","6","Maharashtra","Hari Om Collection",
"Shop No 06, Subhash Road, Ashok Nagar, Mulund West, Mumbai, Maharashtra 400080, India","Baby store","+91 93218 56474","400080","0","Maharashtra","Vijay Centre",
"Shop no 1A, Maneesha chs, Gandhi Nagar, Gavanpada, Mulund East, Mumbai, Maharashtra 400081, India","Toy store","+91 96193 25211","400081","2","Maharashtra","Mumbai toys & more",
"Shop no 05, near by bhavna jewellers, Gulshan Nagar, Oshiwara, Jogeshwari West, Mumbai, Maharashtra 400102, India","Baby store","+91 98197 10429","400102","47","Maharashtra","Diaper shop",
"Shop No. 35A, Evershine Apts, 2, JP Rd, Gharkul Society, Ratan Nagar, Seven Bunglow, Andheri West, Mumbai, Maharashtra 400053, India","Baby clothing store","+91 99304 83814","400053","5","Maharashtra","Baby Villa - New Born Baby Clothes & Care",
"Shop No 3, Sahyadri Nagar, Kanjurmarg, Quarry Rd, near Rani Chawl, Bhandup West, Mumbai, Maharashtra 400078, India","Baby store","+91 85914 33824","400078","1","Maharashtra","Daiper Point",
"Police Chowky, Gaon Devi, Vakola Pipeline Rd, near Vakola, Santacruz East, Mumbai, Maharashtra 400055, India","Baby store","+91 22 2667 2781","400055","28","Maharashtra","Gupta Stores",
"2, Bldg, behind MHADA Building, next to Sabir Caterers, Sona Intp Colony, Tagore Nagar, Vikhroli East, Mumbai, Maharashtra 400083, India","Baby store",,"400083","2","Maharashtra","Bombay Diapers",
"NAHAR BUSINESS Centre, 9D, DP Rd Number 2, MHADA Colony, Chandivali, Powai, Mumbai, Maharashtra 400072, India","Baby store","+91 82910 56004","400072","0","Maharashtra","Yummy Mummys-India's Best Baby & Mommy Store in Mumbai","https://yummymummys.in/"
"Shop no.6, Rama Ratan CHS, Gavanpada, Mulund East, Mumbai, Maharashtra 400081, India","Surgical supply store","+91 93203 39934","400081","51","Maharashtra","DIAPERS STORE - Lantr Healthcare - Diaper at Wholesale rate","https://lantrhealthcare.in/"
"Shop No 03 Bldg No 29, SHIV SHAHI PRAKALP, IGIDR, Nagri Niwara Cooperative Housing Society, Goregaon, Mumbai, Maharashtra 400065, India","Baby store","+91 96532 52650","400065","11","Maharashtra","BABY KIDS WEAR",
"HDIL Dreams, Bhandup West, Mumbai, Maharashtra 400078, India","Second hand store","+91 79773 79469","400078","15","Maharashtra","PreHugged | PreHugged Bazaar - a NO COMMISSION community platform","https://prehugged.com/"
"shop no 1 gafoor chawl nr Suraj Chinese opposite neelam wines sarvoday nagar gate, Bhandup, w, Mumbai, Maharashtra 400078, India","Surgical supply store","+91 93203 39934","400078","63","Maharashtra","DIAPERS STORE - Lantr Healthcare - Diaper Wholesale","http://lantrhealthcare.in/"
"Natraj market, 16/A, next to Mukesh Khatri shop, opp. kasturba talkies, Malad, Vijaykar Wadi, Malad West, Mumbai, Maharashtra 400064, India","Baby store","+91 91529 79501","400064","7","Maharashtra","Shree Sainath stores",
"Shop no 3, Thankar Building, beside surbhi snacks, near jama masjid, Railway Colony, Andheri West, Mumbai, Maharashtra 400058, India","Baby store","+91 95949 59934","400058","5","Maharashtra","MELA WEAR",
"Shop Number 4 SaI NIWAS Bagwe Compound, Tembipada Rd, Bhandup West, Mumbai, Maharashtra 400078, India","Children's clothing store","+91 93234 80992","400078","8","Maharashtra","Me Kids ( New Born & Children Fancy Cloths)",
"1009 10th Floor Manisha Corporate Park 3 MG Road, Station (W, near Mulund, Mumbai, Maharashtra 400080, India","E-commerce service",,,"17",,"Cute Potato India","http://cutepotatoindia.com/"
"Vrindavan Society, Shantivan Society, Raheja Twp, Malad East, Mumbai, Maharashtra 400097, India","Baby clothing store","+91 99670 74456","400097","13","Maharashtra","Little Joey","http://www.littlejoey.in/"
"ground floor, Drushti Sapphire, Shop No-A-S3, opposite Shivaji Technical School, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India","Gift shop","+91 89282 37876","400075","0","Maharashtra","NIYO TOYS","http://niyoindiastore.com/"
"Shop 122, orchard mall, Royal Palms, Aarey Milk Colony, Goregaon, Mumbai, Maharashtra 400065, India","Baby store","+91 93722 83591","400065","3","Maharashtra","The baby closet",
"Shop No 09, Saki Vihar Rd, Murarji Nagar, Passpoli, Goregaon, Mumbai, Maharashtra 400087, India","Baby store","+91 98336 48222","400087","0","Maharashtra","Roysten Shop",
"Shop no. 15, Ground Floor, Nalanda Shopping Centre, Station Rd, opposite I.B Patel School, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104, India","Baby store","+91 81044 30075","400104","0","Maharashtra","P For Panda","https://pforpanda.co.in/"
"Shop No-2, Chagpar Khimji Building, Ram Ratan Trivedi Rd, Vidya Vihar, Mulund West, Mumbai, Maharashtra 400080, India","Baby clothing store","+91 98335 15356","400080","12","Maharashtra","Baby Zone",
"Shop No. 101/103, Galleria Shopping Mall, 76, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076, India","Baby store","+91 93242 63238","400076","1","Maharashtra","Li'l cherie The baby shop",
"Shop No. 15, CHS, Centre Point Market, Zaver Rd, Mulund West, Mumbai, Maharashtra 400080, India","Clothing store","+91 98199 94064","400080","357","Maharashtra","Cuddly",
"Shop No 3, Rangwala building, Mahatma Gandhi Rd, opp. vadupaksh, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby store","+91 77382 42536","400086","0","Maharashtra","Ghatkopar Diaper House",
"Shop No S41, R City Mall, Depot, South Wing, Lal Bahadur Shastri Marg, near Vikhroli, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India","Baby clothing store","+91 22 6832 1345","400086","253","Maharashtra","Mothercare","https://stores.mothercare.in/mothercare-rcity-mall-ghatkoper-baby-clothes-ghatkopar-west-mumbai-298189/Home?utm_source=locator&utm_medium=googleplaces"
"Shop No, 5Vcg+Ch4 Jai Bhai Nagar, Konkan Division, Jai Bhim Nagar, Goregaon, Mumbai, Maharashtra 400065, India","Baby store","+91 86918 16009","400065","2","Maharashtra","S.P. Daiper Stores",
"Plot 161, Marol Maroshi Rd, near Raza Jama Masjid, Mahavir Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059, India","Baby store","+91 75062 13722","400059","3","Maharashtra","Marol Daipers",
"Shop No.4, Poornima Shopping Centre, center, MG Road, Mulund West, Mumbai, Maharashtra 400080, India","Store",,"400080","19","Maharashtra","Krishna kids wear | New Born | Baby kids | Shoes",
"Lal Bahadur Shastri Marg, GKW Colony, Bhandup West, Mumbai, Maharashtra 400078, India","Baby store","+91 79770 55410","400078","324","Maharashtra","Firstcry.Com Store Bhandhup West, Mumbai","https://www.firstcry.com/"
"B1704, Rustomjee Azziano, Majiwada, Thane West, Thane, Maharashtra 400086, India","Baby store","+91 97023 14940","400086","1024","Maharashtra","SuperBottoms","https://superbottoms.com/"
"Shop No.1 Kandpile Sadan, Babanrao Kulkarni Rd, Mulund East, Mumbai, Maharashtra 400081, India","Toy store","+91 96719 99316","400081","0","Maharashtra","Shree Ambaji Toys",
"2nd Floor, Diamond Shivagiri House, Gala No. 5, Khairani Rd, near Ayyappa Mandir, Nair Wadi, Saki Naka, Mumbai, Maharashtra 400072, India","Baby clothing store","+91 98205 23084","400072","4","Maharashtra","Orbit Enterprises",
"shop no .46, Road No. 1, near madina masjid, near building no.14, Vikhroli Park Site, BMC Colony, Vikhroli West, Mumbai, Maharashtra 400079, India","Baby store","+91 97697 27080","400079","15","Maharashtra","Diaper hub","https://sites.google.com/view/diapershub/home"
"Shop No. 9, Embassy Building, Apna Ghar Society, Unit No. 6, near Food Inn Restaurant, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India","Toy store","+91 75068 98924","400053","0","Maharashtra","Harish Collection",
"Inox Cinema, Neelyog Square, Art Studio 9, Jawahar Road, Landmark:, opp. Ghatkopar Railway Station, Saibaba Nagar, Mumbai, Maharashtra 400077, India","Baby clothing store",,"400077","15","Maharashtra","Ke and Kaa",
"B1, Nandkishore Industrial Estate, Off Mahakali Caves Rd, near Paper Box Industrial Estate, Gundavali, Andheri East, Mumbai, Maharashtra 400093, India","Manufacturer","+91 80 4861 4289","400093","0","Maharashtra","Avon Lifestyle Pvt Ltd - Promotional Umbrella Manufacturers in Mumbai, India","http://www.umbrellamanufacturers.net/"
"Raigad Chowk, Shop no 2, Damji Sadan, near Hanuman Mandir, Ghatkopar East, Mumbai, Maharashtra 400077, India","Baby store","+91 70216 75497","400077","12","Maharashtra","Aastha Diaper Point",
"Shop Number 8, Shopping Centre, Station Road, Santacruz (W), Santacruz West, Mumbai, Maharashtra 400054, India","Baby store","+91 22 2649 2780","400054","2","Maharashtra","Smile Baby",
